trial_id,participant_id,round_number,practice_round,num_rounds_since_survey,input_lag,time_for_round,total_bounces,player_bounces,wall_bounces,unskilled_bounces,skilled_bounces,skilled_bounces_minus_misses,highest_skill_streak,time_needed_on_skilled_bounces,avg_time_needed_on_skilled_bounces,time_needed_on_unskilled_bounces,avg_time_needed_on_unskilled_bounces,time_needed_on_all_bounces,avg_time_needed_on_all_bounces,total_misses,unskilled_misses,skilled_misses,avg_dist_missed_by,total_bounces_per_miss,unskilled_bounces_per_miss,skilled_bounces_per_miss,percent_bounces_missed,percent_skilled_bounces_missed,time_needed_on_skilled_misses,avg_time_needed_on_skilled_misses,time_needed_on_unskilled_misses,avg_time_needed_on_unskilled_misses,time_needed_on_all_misses,avg_time_needed_on_all_misses,min_ball_tat,paddle_width,ball_radius,ball_speed,distance_between_players,total_screen_width, paddle_takes_percent_of_screen,feel_capable,was_fun,amount_of_effort,perf_due_to_me,responsive,irritated
3,919,11,0,0,0,70.0075,4,2,2,1,1,-37,1,0.4799805,0.4799805,1.260986,1.260986,1.260986:0.4799805,0.8704834,38,37,1,4.201969,0.05263158,0.02631579,0.02631579,0.95,0.974359,0.5059814,0.5059814,3.268066:1.614014:1.669983:1.700989:1.801025:2.060974:1.893005:1.749023:2.10498:1.872009:1.917969:1.695007:1.882019:1.796021:1.932983:1.78302:1.721008:1.852966:1.911011:1.643005:1.768005:1.700012:1.948975:2.023987:1.923035:1.898987:1.708984:1.682007:1.872986:1.778015:1.656982:1.777039:1.901978:1.784973:2.17804:2.342957:1.426025,1.871407,3.268066:1.614014:1.669983:1.700989:1.801025:2.060974:1.893005:1.749023:2.10498:1.872009:1.917969:1.695007:1.882019:1.796021:1.932983:1.78302:1.721008:1.852966:1.911011:1.643005:1.768005:1.700012:1.948975:2.023987:1.923035:1.898987:1.708984:1.682007:1.872986:1.778015:1.656982:1.777039:1.901978:1.784973:2.17804:2.342957:1.426025:0.5059814,1.835475,0.5,1,0.25,12,6,16.01563,0.06243902,4,5,1,2,3,4
3,919,12,0,0,200,70.00258,16,8,8,6,2,-38,2,0.5130005:0.4799805,0.4964905,1.257019:1.270996:1.268005:1.25:1.284973:1.292969,1.27066,1.257019:1.270996:1.268005:1.25:1.284973:0.5130005:0.4799805:1.292969,1.077118,40,34,6,3.713242,0.2,0.15,0.05,0.8333333,0.952381,0.5360107:0.572998:0.4989624:0.5369873:0.5:0.5249634,0.5283203,3.2547:1.291992:1.285034:1.28302:1.289001:1.301025:1.30896:1.296997:1.278015:1.268005:1.276978:1.290039:1.268982:1.302002:1.265015:1.335999:1.307983:1.286987:1.64801:1.750977:1.736023:2.036011:2.417969:2.460022:2.048035:1.935974:2.711975:3.361023:2.367004:1.273987:1.559021:1.294983:1.27002:1.266968,1.656728,3.2547:0.5360107:0.572998:1.291992:0.4989624:0.5369873:0.5:1.285034:0.5249634:1.28302:1.289001:1.301025:1.30896:1.296997:1.278015:1.268005:1.276978:1.290039:1.268982:1.302002:1.265015:1.335999:1.307983:1.286987:1.64801:1.750977:1.736023:2.036011:2.417969:2.460022:2.048035:1.935974:2.711975:3.361023:2.367004:1.273987:1.559021:1.294983:1.27002:1.266968,1.487466,0.5,1,0.25,12,6,16.01563,0.06243902,1,1,1,1,1,1
3,919,13,0,0,100,70.00863,41,21,20,15,6,-32,2,0.5100098:0.5570068:0.5139771:0.5570068:0.4840088:0.5569458,0.5298259,1.257996:1.250977:1.243958:1.248962:1.247009:1.255981:1.251953:1.248962:1.265015:1.25:1.247009:1.258057:1.255005:1.249023:1.253052,1.252197,1.257996:1.250977:1.243958:1.248962:1.247009:0.5100098:1.255981:0.5570068:1.251953:0.5139771:0.5570068:1.248962:1.265015:1.25:0.4840088:1.247009:1.258057:1.255005:1.249023:1.253052:0.5569458,1.045805,38,24,14,1.898288,0.5526316,0.3947369,0.1578947,0.6440678,0.8636364,0.5559692:0.552002:0.5010376:0.5040283:0.5049438:0.4990234:0.5150146:0.5189819:0.5449829:0.5139771:0.5390015:0.5679932:0.5029907:0.5440063,0.5259966,3.269348:1.29303:1.276001:1.274963:1.289001:1.282043:1.317993:1.309998:1.292969:1.312012:1.315979:1.282043:1.303955:1.277039:1.304993:1.289978:1.294006:1.296021:1.291992:1.306946:1.289001:1.302002:1.291992:1.274963,1.376595,3.269348:0.5559692:1.29303:0.552002:1.276001:1.274963:1.289001:1.282043:1.317993:0.5010376:1.309998:0.5040283:1.292969:1.312012:1.315979:0.5049438:1.282043:0.4990234:0.5150146:1.303955:1.277039:0.5189819:0.5449829:1.304993:1.289978:0.5139771:1.294006:1.296021:1.291992:0.5390015:1.306946:1.289001:0.5679932:0.5029907:1.302002:1.291992:0.5440063:1.274963,1.063216,0.5,1,0.25,12,6,16.01563,0.06243902,2,2,2,2,2,2
3,919,14,0,0,150,70.00391,26,13,13,11,2,-31,2,0.4949951:0.5690308,0.5320129,1.248962:1.25:1.252991:1.809998:1.960022:1.794983:2.234985:3.755005:3.565002:1.448975:1.697021,2.001631,1.248962:1.25:1.252991:1.809998:1.960022:1.794983:2.234985:0.4949951:0.5690308:3.755005:3.565002:1.448975:1.697021,1.775536,33,22,11,1.825292,0.3939394,0.3333333,0.06060606,0.7173913,0.9428571,0.5090332:0.5310059:0.5759888:0.5319824:0.5299683:0.5009766:0.5279541:0.5:0.5:0.5:0.5180054,0.5204468,3.263123:1.284973:1.296021:1.303955:1.282043:1.307007:1.29895:1.311035:1.304993:1.307983:1.351013:1.929993:2.149048:1.954956:2.098999:1.924988:1.733032:2.02002:1.762024:1.989014:1.939026:1.299988,1.686917,3.263123:1.284973:1.296021:1.303955:1.282043:1.307007:0.5090332:1.29895:1.311035:1.304993:0.5310059:0.5759888:1.307983:1.351013:0.5319824:1.929993:0.5299683:2.149048:1.954956:2.098999:1.924988:1.733032:0.5009766:2.02002:1.762024:0.5279541:0.5:0.5:0.5:1.989014:0.5180054:1.939026:1.299988,1.298094,0.5,1,0.25,12,6,16.01563,0.06243902,4,4,4,4,4,4
3,919,15,1,0,0,35.30054,18,9,9,9,0,-19,0,0,0,1.406006:1.657043:1.687012:2.04303:1.890015:1.200012:1.199951:1.214966:1.395996,1.521559,1.406006:1.657043:1.687012:2.04303:1.890015:1.200012:1.199951:1.214966:1.395996,1.521559,19,10,9,2.131952,0.4736842,0.4736842,0,0.6785714,1,0.4049683:0.4039917:0.4030151:0.4450073:0.4049683:0.401001:0.4199829:0.4000244:0.4210205,0.4115533,3.222412:2.541992:1.445984:1.254028:1.229004:1.242004:1.235962:1.248047:1.243958:1.390015,1.605341,3.222412:0.4049683:0.4039917:0.4030151:0.4450073:2.541992:0.4049683:1.445984:0.401001:1.254028:0.4199829:1.229004:1.242004:0.4000244:1.235962:1.248047:1.243958:1.390015:0.4210205,1.039862,0.4,1,0.25,15,6,16.01563,0.06243902,5,5,5,5,5,5
3,919,16,0,0,50,70.23366,35,18,17,13,5,-23,2,0.4349976:0.4360352:0.4190674:0.3850098:0.3859863,0.4122192,1.593018:1.661011:2.104004:1.757019:2.187012:2.038086:2.984009:2.618042:1.527954:1.98999:3.177002:1.829956:1.487915,2.073463,1.593018:1.661011:0.4349976:2.104004:1.757019:2.187012:2.038086:2.984009:2.618042:0.4360352:1.527954:1.98999:3.177002:0.4190674:1.829956:1.487915:0.3850098:0.3859863,1.612006,28,16,12,1.777058,0.6428571,0.4642857,0.1785714,0.6086956,0.8484849,0.4030151:0.4379883:0.4299927:0.4050293:0.4129639:0.4219971:0.4320068:0.4000244:0.4360352:0.4300537:0.4140625:0.4210205,0.4203491,3.367676:1.450989:1.551025:1.815979:2.069031:2.02002:2.911987:2.327026:1.993896:1.742065:1.646973:2.121948:1.911987:1.756958:1.734985:1.793091,2.013477,3.367676:1.450989:1.551025:0.4030151:1.815979:0.4379883:2.069031:0.4299927:0.4050293:2.02002:0.4129639:0.4219971:0.4320068:0.4000244:2.911987:2.327026:1.993896:1.742065:0.4360352:1.646973:0.4300537:2.121948:0.4140625:1.911987:0.4210205:1.756958:1.734985:1.793091,1.330708,0.4,1,0.25,15,6,16.01563,0.06243902,5,5,5,5,5,5
3,919,17,0,0,250,70.00243,54,27,27,23,4,-35,1,0.4050293:0.4019775:0.4400635:0.4030762,0.4125366,3.185059:1.210938:1.221924:1.226074:1.208984:1.199951:1.197998:1.223999:1.210938:1.197021:1.21106:1.204956:1.209961:1.213989:1.214966:1.211914:1.208984:1.208984:1.203003:1.210083:1.205933:1.212036:1.200928,1.295638,3.185059:0.4050293:1.210938:1.221924:0.4019775:1.226074:1.208984:1.199951:1.197998:1.223999:1.210938:1.197021:0.4400635:1.21106:1.204956:1.209961:0.4030762:1.213989:1.214966:1.211914:1.208984:1.208984:1.203003:1.210083:1.205933:1.212036:1.200928,1.164809,39,16,23,2.386566,0.6923077,0.5897436,0.1025641,0.5909091,0.9069768,0.4050293:0.4119873:0.4039307:0.4260254:0.4449463:0.4029541:0.4559326:0.4370117:0.4439697:0.4069824:0.4309082:0.4000244:0.4119873:0.427002:0.4069824:0.4000244:0.4429932:0.414917:0.4279785:0.4180908:0.4019775:0.407959:0.4329834,0.4201129,1.236084:1.253052:1.238037:1.227905:1.237915:1.244995:1.242065:1.235962:1.235962:1.231079:1.221069:1.26001:1.227905:1.233032:1.243042:1.223999,1.237007,0.4050293:0.4119873:1.236084:0.4039307:0.4260254:0.4449463:0.4029541:1.253052:1.238037:1.227905:0.4559326:0.4370117:0.4439697:0.4069824:1.237915:1.244995:0.4309082:1.242065:1.235962:0.4000244:1.235962:1.231079:0.4119873:0.427002:0.4069824:1.221069:0.4000244:0.4429932:1.26001:1.227905:1.233032:1.243042:0.414917:0.4279785:0.4180908:1.223999:0.4019775:0.407959:0.4329834,0.755249,0.4,1,0.25,15,6,16.01563,0.06243902,1,1,1,1,1,1
3,919,18,0,0,0,70.00146,40,20,20,19,1,-35,1,0.4470215,0.4470215,1.203979:1.206909:1.209961:1.197021:1.195068:1.213013:1.207031:1.21106:1.195923:1.203979:1.208984:1.203979:1.534912:1.827026:1.920044:1.833984:1.907959:1.757935:1.935913,1.430246,1.203979:1.206909:1.209961:1.197021:1.195068:1.213013:1.207031:1.21106:1.195923:1.203979:1.208984:1.203979:1.534912:1.827026:1.920044:1.833984:1.907959:1.757935:0.4470215:1.935913,1.381085,36,17,19,2.415322,0.5555556,0.5277778,0.02777778,0.6428571,0.972973,0.4089355:0.4470215:0.4029541:0.427002:0.4539795:0.4489746:0.3999023:0.434082:0.4100342:0.4250488:0.4400635:0.4260254:0.4620361:0.4249268:0.4039307:0.4000244:0.4000244:0.4260254:0.4279785,0.4246826,3.214478:1.221069:1.244019:1.253052:1.239014:1.23999:1.244019:1.23999:1.227051:1.243896:1.254028:2.336914:2.276001:1.884033:2.062988:1.929077:1.998047,1.653392,3.214478:1.221069:0.4089355:1.244019:1.253052:0.4470215:1.239014:0.4029541:0.427002:1.23999:1.244019:0.4539795:1.23999:1.227051:1.243896:0.4489746:1.254028:0.3999023:0.434082:0.4100342:0.4250488:0.4400635:0.4260254:0.4620361:2.336914:2.276001:1.884033:0.4249268:0.4039307:0.4000244:0.4000244:2.062988:1.929077:0.4260254:1.998047:0.4279785,1.004907,0.4,1,0.25,15,6,16.01563,0.06243902,3,3,3,3,3,3
3,919,19,0,0,200,70.01022,42,21,21,18,3,-27,1,0.4320068:0.4199219:0.4199219,0.4239502,3.545776:1.941895:1.639038:1.807007:1.849976:2.052979:1.669922:1.780029:1.910034:1.806885:2.251953:1.87207:1.792969:1.763062:1.916992:1.705933:1.204956:1.222046,1.874084,3.545776:0.4320068:1.941895:1.639038:1.807007:1.849976:2.052979:1.669922:1.780029:1.910034:1.806885:2.251953:1.87207:1.792969:1.763062:0.4199219:1.916992:1.705933:0.4199219:1.204956:1.222046,1.666922,30,12,18,2.281132,0.7,0.6,0.1,0.5882353,0.9090909,0.4530029:0.4160156:0.4160156:0.4040527:0.4229736:0.43396:0.4489746:0.401001:0.4320068:0.4630127:0.4179688:0.4260254:0.414917:0.4169922:0.4208984:0.4578857:0.4040527:0.4000244,0.4249878,1.869995:1.76709:2.174072:2.605957:2.102051:2.067993:1.743042:1.785034:1.820923:1.370117:1.23291:1.229004,1.814016,0.4530029:0.4160156:0.4160156:1.869995:0.4040527:0.4229736:0.43396:1.76709:0.4489746:0.401001:0.4320068:0.4630127:0.4179688:0.4260254:0.414917:0.4169922:0.4208984:2.174072:2.605957:2.102051:2.067993:0.4578857:1.743042:1.785034:1.820923:1.370117:0.4040527:0.4000244:1.23291:1.229004,0.980599,0.4,1,0.25,15,6,16.01563,0.06243902,3,3,3,4,1,4
3,919,20,0,0,100,70.00361,42,21,21,20,1,-42,1,0.4240723,0.4240723,3.189453:1.211914:1.208008:1.210938:1.199951:1.200928:1.218994:1.221069:1.207031:1.207031:1.208008:1.205933:1.251953:1.244995:1.195068:1.203979:1.203003:1.199097:1.213989:1.213013,1.310718,3.189453:1.211914:1.208008:1.210938:1.199951:0.4240723:1.200928:1.218994:1.221069:1.207031:1.207031:1.208008:1.205933:1.251953:1.244995:1.195068:1.203979:1.203003:1.199097:1.213989:1.213013,1.268497,43,23,20,2.101078,0.4883721,0.4651163,0.02325581,0.671875,0.9772727,0.4050293:0.4060059:0.4310303:0.4620361:0.4489746:0.427002:0.4459229:0.4549561:0.4370117:0.4619141:0.43396:0.407959:0.4520264:0.4189453:0.4510498:0.4390869:0.4349365:0.4050293:0.434082:0.4000244,0.4328491,1.264038:1.245972:1.223999:1.236084:1.241943:1.240967:1.244995:1.229004:1.248047:1.223999:1.24292:1.236084:1.234009:1.243896:1.27002:1.240967:1.237061:1.222046:1.235962:1.248901:1.25708:1.233032:1.258911,1.241736,0.4050293:0.4060059:1.264038:1.245972:1.223999:0.4310303:1.236084:1.241943:0.4620361:1.240967:0.4489746:0.427002:0.4459229:1.244995:1.229004:0.4549561:1.248047:0.4370117:1.223999:1.24292:0.4619141:1.236084:1.234009:1.243896:0.43396:1.27002:1.240967:1.237061:0.407959:0.4520264:0.4189453:0.4510498:1.222046:0.4390869:0.4349365:1.235962:0.4050293:0.434082:1.248901:1.25708:1.233032:1.258911:0.4000244,0.8655097,0.4,1,0.25,15,6,16.01563,0.06243902,4,3,2,3,4,2
3,919,21,0,0,150,70.01097,55,28,27,19,9,-30,2,0.4179688:0.4399414:0.4069824:0.3840332:0.4060059:0.3920898:0.3929443:0.3990479:0.3959961,0.40389,1.197998:1.210083:1.208008:1.196045:1.202026:1.194092:1.197998:1.208984:1.197998:1.198975:1.196045:1.201904:1.199951:1.21106:1.20105:1.197021:1.202026:1.207031:1.206055,1.201808,1.197998:1.210083:1.208008:1.196045:1.202026:1.194092:0.4179688:0.4399414:1.197998:1.208984:1.197998:0.4069824:0.3840332:1.198975:0.4060059:0.3920898:1.196045:1.201904:0.3929443:1.199951:0.3990479:1.21106:1.20105:1.197021:1.202026:0.3959961:1.207031:1.206055,0.9453343,39,21,18,1.975393,0.7179487,0.4871795,0.2307692,0.5820895,0.8125,0.4110107:0.4019775:0.401001:0.4310303:0.4350586:0.4029541:0.4530029:0.4050293:0.4150391:0.4119873:0.3989258:0.4210205:0.447998:0.4089355:0.407959:0.4099121:0.4219971:0.4489746,0.4185452,3.222168:1.244995:1.236938:1.234985:1.244019:1.249023:1.239014:1.234985:1.229004:1.251099:1.234009:1.22998:1.226929:1.220093:1.246948:1.244019:1.235107:1.224976:1.251953:1.234009:1.240967,1.332153,3.222168:0.4110107:0.4019775:0.401001:0.4310303:1.244995:0.4350586:1.236938:1.234985:0.4029541:1.244019:0.4530029:0.4050293:1.249023:0.4150391:0.4119873:0.3989258:1.239014:1.234985:1.229004:1.251099:1.234009:1.22998:0.4210205:1.226929:1.220093:0.447998:1.246948:0.4089355:1.244019:0.407959:1.235107:1.224976:1.251953:0.4099121:1.234009:0.4219971:1.240967:0.4489746,0.910488,0.4,1,0.25,15,6,16.01563,0.06243902,4,2,3,1,5,2
